@relation traindata

@attribute att_1 numeric
@attribute att_2 numeric
@attribute att_3 numeric
@attribute att_4 numeric
@attribute att_5 numeric
@attribute att_6 numeric
@attribute att_7 numeric
@attribute att_8 numeric
@attribute att_9 numeric
@attribute att_10 numeric
@attribute att_11 numeric
@attribute att_12 numeric
@attribute att_13 numeric
@attribute class {class1,class2,class4,class5,class6,class8,class9,class10,class11,class3,class7}

@data
{0 1.0,1 13.0,2 1.0,3 -3.075,4 1.824,5 -0.905,6 0.727,7 0.155,8 0.608,9 -0.075,10 -0.377,11 -0.74,12 0.852,13 class6}
{0 1.0,1 13.0,2 1.0,3 -3.4,4 3.441,5 -1.805,6 0.814,7 -0.162,8 1.445,9 -0.11,10 -0.499,11 -1.201,12 -0.046,13 class7}
{0 1.0,1 13.0,2 1.0,3 -3.797,4 4.314,5 -1.596,6 -0.476,7 0.044,8 0.903,9 0.129,10 -0.141,11 -0.646,12 -0.318,13 class8}
{0 1.0,1 13.0,2 1.0,3 -4.045,4 2.377,5 -0.3,6 2.002,7 0.826,8 -0.18,9 -0.768,10 -0.408,11 -0.787,12 0.156,13 class10}
{0 1.0,1 13.0,2 1.0,3 -3.455,4 2.561,5 -0.421,6 0.847,7 0.33,8 0.057,9 -0.177,10 -0.494,11 -0.786,12 0.951,13 class11}
{0 1.0,1 13.0,2 1.0,3 -4.756,4 1.197,5 1.431,6 1.54,7 0.262,8 -0.277,9 -0.741,10 0.075,11 -0.26,12 0.876,13 class1}
{0 1.0,1 13.0,2 1.0,3 -3.999,4 2.138,5 0.295,6 1.086,7 0.699,8 -0.127,9 -0.634,10 -0.4,11 -0.505,12 0.856,13 class2}
{0 1.0,1 13.0,2 1.0,3 -2.964,4 1.154,5 -0.373,6 1.511,7 -0.583,8 0.152,9 -0.012,10 -0.949,11 -0.054,12 1.16,13 class3}
{0 1.0,1 13.0,2 1.0,3 -3.053,4 1.518,5 -0.729,6 0.828,7 -1.211,8 0.499,9 0.326,10 -0.136,11 -0.263,12 0.75,13 class4}
{0 1.0,1 13.0,2 1.0,3 -3.206,4 1.899,5 -0.933,6 0.733,7 0.261,8 0.565,9 -0.225,10 -0.339,11 -0.677,12 0.765,13 class6}
{0 1.0,1 13.0,2 1.0,3 -3.492,4 3.446,5 -1.734,6 0.705,7 -0.23,8 1.339,9 0.092,10 -0.698,11 -1.143,12 -0.05,13 class7}
{0 1.0,1 13.0,2 1.0,3 -4.052,4 2.335,5 -0.415,6 0.732,7 0.234,8 0.426,9 -0.49,10 -0.218,11 -0.618,12 0.34,13 class9}
{0 1.0,1 13.0,2 1.0,3 -4.763,4 1.305,5 1.231,6 1.548,7 0.308,8 -0.152,9 -0.792,10 -0.124,11 -0.107,12 0.885,13 class1}
{0 1.0,1 13.0,2 1.0,3 -3.99,4 2.008,5 0.503,6 0.845,7 0.774,8 -0.114,9 -0.641,10 -0.282,11 -0.734,12 0.877,13 class2}
{0 1.0,1 13.0,2 1.0,3 -2.965,4 1.124,5 -0.349,6 1.581,7 -0.666,8 0.125,9 -0.025,10 -0.887,11 -0.13,12 1.11,13 class3}
{0 1.0,1 13.0,2 1.0,3 -3.055,4 1.4,5 -0.686,6 0.964,7 -1.29,8 0.545,9 0.337,10 -0.299,11 -0.173,12 0.69,13 class4}
{0 1.0,1 13.0,2 1.0,3 -2.964,4 2.811,5 -1.317,6 0.324,7 -0.781,8 1.369,9 0.127,10 -0.368,11 -0.677,12 0.493,13 class5}
{0 1.0,1 13.0,2 1.0,3 -3.852,4 4.214,5 -1.556,6 -0.336,7 -0.305,8 1.133,9 -0.152,10 0.237,11 -0.915,12 -0.445,13 class8}
{0 1.0,1 13.0,2 1.0,3 -3.963,4 2.272,5 -0.534,6 0.977,7 0.329,8 0.514,9 -0.363,10 -0.425,11 -0.712,12 0.41,13 class9}
{0 1.0,1 13.0,2 1.0,3 -3.985,4 2.192,5 -0.426,6 2.163,7 1.114,8 0.016,9 -0.846,10 -0.468,11 -0.858,12 0.037,13 class10}
{0 1.0,1 13.0,2 1.0,3 -4.754,4 1.329,5 1.09,6 1.765,7 0.217,8 -0.198,9 -0.782,10 -0.154,11 0.023,12 0.85,13 class1}
{0 1.0,1 13.0,2 1.0,3 -3.966,4 2.003,5 0.391,6 1.034,7 0.659,8 -0.191,9 -0.448,10 -0.397,11 -0.769,12 0.969,13 class2}
{0 1.0,1 13.0,2 1.0,3 -2.959,4 1.061,5 -0.351,6 1.745,7 -0.851,8 0.344,9 -0.373,10 -0.729,11 0.048,12 0.815,13 class3}
{0 1.0,1 13.0,2 1.0,3 -2.928,4 2.83,5 -1.361,6 0.323,7 -0.739,8 1.431,9 0.002,10 -0.172,11 -0.939,12 0.607,13 class5}
{0 1.0,1 13.0,2 1.0,3 -3.52,4 3.318,5 -1.867,6 0.691,7 0.263,8 0.822,9 0.14,10 -0.62,11 -1.098,12 0.083,13 class7}
{0 1.0,1 13.0,2 1.0,3 -3.838,4 4.252,5 -1.621,6 -0.219,7 -0.281,8 0.856,9 0.154,10 0.133,11 -0.92,12 -0.454,13 class8}
{0 1.0,1 13.0,2 1.0,3 -3.857,4 2.133,5 -0.58,6 0.996,7 0.502,8 0.65,9 -0.283,10 -0.468,11 -0.983,12 0.613,13 class9}
{0 1.0,1 13.0,2 1.0,3 -3.591,4 2.78,5 -0.301,6 0.812,7 -0.008,8 -0.019,9 -0.268,10 -0.564,11 -0.788,12 0.948,13 class11}
{0 1.0,1 13.0,2 1.0,3 -4.687,4 1.152,5 1.089,6 1.915,7 0.201,8 -0.296,9 -0.692,10 -0.105,11 -0.143,12 0.884,13 class1}
{0 1.0,1 13.0,2 1.0,3 -3.917,4 1.925,5 0.267,6 1.361,7 0.453,8 -0.19,9 -0.242,10 -0.633,11 -0.62,12 1.039,13 class2}
{0 1.0,1 13.0,2 1.0,3 -3.004,4 1.09,5 -0.328,6 1.652,7 -0.679,8 0.287,9 -0.297,10 -0.695,11 -0.145,12 0.71,13 class3}
{0 1.0,1 13.0,2 1.0,3 -2.902,4 2.796,5 -1.199,6 0.234,7 -0.821,8 1.257,9 0.263,10 -0.075,11 -1.103,12 0.417,13 class5}
{0 1.0,1 13.0,2 1.0,3 -3.567,4 2.081,5 -0.579,6 0.845,7 0.126,8 0.381,9 -0.179,10 -0.51,11 -0.846,12 0.987,13 class6}
{0 1.0,1 13.0,2 1.0,3 -3.57,4 3.41,5 -1.576,6 0.563,7 0.002,8 0.759,9 0.285,10 -0.466,11 -1.409,12 0.586,13 class7}
{0 1.0,1 13.0,2 1.0,3 -3.792,4 4.29,5 -1.531,6 -0.125,7 -0.312,8 0.624,9 0.324,10 -0.053,11 -0.942,12 -0.301,13 class8}
{0 1.0,1 13.0,2 1.0,3 -3.862,4 2.109,5 -0.65,6 0.99,7 0.724,8 0.641,9 -0.293,10 -0.519,11 -1.055,12 0.653,13 class9}
{0 1.0,1 13.0,2 1.0,3 -4.118,4 2.542,5 -0.2,6 1.616,7 1.106,8 -0.06,9 -0.728,10 -0.544,11 -0.912,12 -0.101,13 class10}
{0 1.0,1 13.0,2 1.0,3 -3.636,4 2.719,5 -0.178,6 0.665,7 0.099,8 -0.084,9 -0.333,10 -0.362,11 -1.049,12 0.978,13 class11}
{0 1.0,1 14.0,2 1.0,3 -4.047,4 0.913,5 0.734,6 1.479,7 0.258,8 0.206,9 -1.117,10 -0.423,11 -0.336,12 0.982,13 class1}
{0 1.0,1 14.0,2 1.0,3 -3.811,4 2.123,5 0.278,6 1.552,7 0.754,8 0.492,9 -0.584,10 -0.433,11 -0.988,12 0.652,13 class2}
{0 1.0,1 14.0,2 1.0,3 -3.441,4 1.975,5 -0.395,6 1.024,7 -0.052,8 -0.167,9 -0.445,10 0.168,11 -0.684,12 1.04,13 class3}
{0 1.0,1 14.0,2 1.0,3 -2.584,4 2.091,5 -1.451,6 0.889,7 -0.464,8 0.285,9 -0.213,10 -0.245,11 -0.138,12 1.206,13 class4}
{0 1.0,1 14.0,2 1.0,3 -2.871,4 3.13,5 -1.3,6 0.008,7 -0.288,8 0.483,9 0.258,10 -0.342,11 -0.614,12 0.83,13 class6}
{0 1.0,1 14.0,2 1.0,3 -3.059,4 2.895,5 -0.847,6 -0.364,7 -0.484,8 1.025,9 0.502,10 0.506,11 -0.733,12 0.078,13 class7}
{0 1.0,1 14.0,2 1.0,3 -3.977,4 2.976,5 0.309,6 -0.259,7 0.026,8 0.816,9 -0.317,10 0.492,11 -0.674,12 -0.659,13 class9}
{0 1.0,1 14.0,2 1.0,3 -4.008,4 2.141,5 -0.18,6 1.041,7 0.688,8 0.712,9 -0.879,10 -0.201,11 -1.066,12 -0.549,13 class10}
{0 1.0,1 14.0,2 1.0,3 -3.451,4 2.257,5 -0.845,6 0.432,7 0.486,8 0.266,9 -0.215,10 0.006,11 -1.082,12 0.759,13 class11}
{0 1.0,1 14.0,2 1.0,3 -3.369,4 1.784,5 -0.603,6 1.303,7 0.007,8 -0.044,9 -0.459,10 -0.012,11 -0.591,12 1.047,13 class3}
{0 1.0,1 14.0,2 1.0,3 -3.027,4 2.903,5 -0.799,6 -0.452,7 -0.503,8 1.044,9 0.679,10 0.483,11 -0.776,12 -0.062,13 class7}
{0 1.0,1 14.0,2 1.0,3 -3.634,4 3.589,5 -1.075,6 -0.709,7 0.058,8 1.051,9 0.878,10 0.627,11 -0.111,12 -0.437,13 class8}
{0 1.0,1 14.0,2 1.0,3 -3.924,4 2.726,5 0.414,6 -0.155,7 -0.02,8 0.893,9 -0.188,10 0.552,11 -0.507,12 -0.617,13 class9}
{0 1.0,1 14.0,2 1.0,3 -4.049,4 2.223,5 -0.076,6 0.928,7 0.692,8 0.731,9 -0.931,10 -0.141,11 -1.087,12 -0.584,13 class10}
{0 1.0,1 14.0,2 1.0,3 -3.674,4 1.513,5 0.038,6 1.604,7 0.907,8 1.045,9 -0.166,10 -0.295,11 -1.13,12 0.594,13 class2}
{0 1.0,1 14.0,2 1.0,3 -3.242,4 1.615,5 -0.829,6 1.589,7 0.09,8 0.051,9 -0.504,10 -0.211,11 -0.513,12 1.005,13 class3}
{0 1.0,1 14.0,2 1.0,3 -2.634,4 2.076,5 -1.32,6 0.833,7 -0.547,8 0.287,9 -0.173,10 -0.203,11 -0.001,12 0.802,13 class4}
{0 1.0,1 14.0,2 1.0,3 -3.052,4 3.059,5 -1.668,6 -0.208,7 0.466,8 0.724,9 -0.237,10 -0.175,11 -0.315,12 0.411,13 class5}
{0 1.0,1 14.0,2 1.0,3 -2.918,4 2.897,5 -1.069,6 -0.077,7 -0.261,8 0.55,9 0.317,10 -0.322,11 -0.776,12 0.79,13 class6}
{0 1.0,1 14.0,2 1.0,3 -3.66,4 3.618,5 -1.051,6 -0.748,7 0.08,8 1.022,9 0.914,10 0.613,11 0.023,12 -0.448,13 class8}
{0 1.0,1 14.0,2 1.0,3 -3.919,4 2.575,5 0.471,6 -0.064,7 -0.042,8 0.88,9 -0.128,10 0.612,11 -0.504,12 -0.539,13 class9}
{0 1.0,1 14.0,2 1.0,3 -3.584,4 1.252,5 -0.062,6 1.646,7 0.787,8 1.134,9 0.096,10 -0.292,11 -1.133,12 0.472,13 class2}
{0 1.0,1 14.0,2 1.0,3 -3.232,4 1.551,5 -0.832,6 1.674,7 -0.042,8 0.296,9 -0.553,10 -0.443,11 -0.413,12 0.96,13 class3}
{0 1.0,1 14.0,2 1.0,3 -2.643,4 2.021,5 -1.265,6 0.759,7 -0.442,8 0.159,9 -0.032,10 -0.145,11 -0.164,12 0.86,13 class4}
{0 1.0,1 14.0,2 1.0,3 -3.05,4 3.055,5 -1.598,6 -0.12,7 0.144,8 0.757,9 0.119,10 -0.397,11 -0.396,12 0.477,13 class5}
{0 1.0,1 14.0,2 1.0,3 -2.938,4 2.782,5 -1.111,6 -0.076,7 0.0,8 0.582,9 0.252,10 -0.4,11 -0.773,12 0.838,13 class6}
{0 1.0,1 14.0,2 1.0,3 -3.095,4 2.851,5 -0.816,6 -0.396,7 -0.603,8 1.09,9 0.567,10 0.743,11 -0.677,12 0.052,13 class7}
{0 1.0,1 14.0,2 1.0,3 -3.706,4 3.627,5 -0.889,6 -0.789,7 -0.093,8 1.223,9 0.814,10 0.563,11 0.062,12 -0.449,13 class8}
{0 1.0,1 14.0,2 1.0,3 -3.325,4 2.141,5 -0.528,6 0.439,7 0.099,8 0.321,9 0.217,10 0.135,11 -1.388,12 0.746,13 class11}
{0 1.0,1 14.0,2 1.0,3 -3.461,4 0.04,5 0.553,6 1.854,7 0.386,8 0.568,9 -1.003,10 -0.638,11 -1.04,12 1.051,13 class1}
{0 1.0,1 14.0,2 1.0,3 -3.546,4 1.064,5 -0.006,6 1.455,7 0.847,8 1.117,9 0.073,10 -0.025,11 -1.318,12 0.557,13 class2}
{0 1.0,1 14.0,2 1.0,3 -2.71,4 1.943,5 -1.247,6 0.772,7 -0.345,8 0.107,9 -0.062,10 0.04,11 -0.322,12 1.018,13 class4}
{0 1.0,1 14.0,2 1.0,3 -3.018,4 3.014,5 -1.486,6 -0.105,7 -0.131,8 0.929,9 0.226,10 -0.463,11 -0.555,12 0.598,13 class5}
{0 1.0,1 14.0,2 1.0,3 -2.904,4 2.741,5 -1.123,6 0.014,7 0.071,8 0.654,9 0.212,10 -0.454,11 -0.815,12 0.752,13 class6}
{0 1.0,1 14.0,2 1.0,3 -3.743,4 3.629,5 -0.874,6 -0.79,7 -0.312,8 1.759,9 0.679,10 0.565,11 -0.521,12 -0.485,13 class8}
{0 1.0,1 14.0,2 1.0,3 -3.309,4 2.256,5 -0.615,6 0.365,7 0.251,8 0.439,9 0.011,10 0.119,11 -1.219,12 0.695,13 class11}
{0 1.0,1 14.0,2 1.0,3 -3.5,4 0.068,5 0.533,6 1.876,7 0.363,8 0.542,9 -0.982,10 -0.671,11 -1.006,12 1.101,13 class1}
{0 1.0,1 14.0,2 1.0,3 -3.62,4 1.066,5 0.158,6 1.393,7 0.879,8 1.02,9 -0.09,10 0.087,11 -1.333,12 0.585,13 class2}
{0 1.0,1 14.0,2 1.0,3 -3.468,4 1.81,5 -0.39,6 1.55,7 -0.084,8 -0.008,9 -0.482,10 -0.231,11 -0.724,12 0.967,13 class3}
{0 1.0,1 14.0,2 1.0,3 -2.924,4 2.731,5 -1.138,6 0.066,7 0.1,8 0.683,9 0.162,10 -0.399,11 -0.882,12 0.827,13 class6}
{0 1.0,1 14.0,2 1.0,3 -3.239,4 3.083,5 -1.427,6 -0.202,7 -0.282,8 1.421,9 0.576,10 0.068,11 -0.914,12 0.147,13 class7}
{0 1.0,1 14.0,2 1.0,3 -3.753,4 3.605,5 -0.899,6 -0.747,7 -0.401,8 1.765,9 0.62,10 0.754,11 -0.835,12 -0.301,13 class8}
{0 1.0,1 14.0,2 1.0,3 -3.98,4 2.459,5 0.068,6 0.023,7 0.237,8 1.029,9 -0.189,10 0.521,11 -0.773,12 -0.5,13 class9}
{0 1.0,1 14.0,2 1.0,3 -4.264,4 2.925,5 0.065,6 0.794,7 0.323,8 0.515,9 -1.282,10 -0.14,11 -0.863,12 -0.39,13 class10}
{0 1.0,1 14.0,2 1.0,3 -3.291,4 2.324,5 -0.679,6 0.285,7 0.441,8 0.557,9 -0.227,10 0.115,11 -1.046,12 0.697,13 class11}
